Case ID;Activity;Resource;AMOUNT_REQ;elapsed;Complete Timestamp;remtime;open_cases
173688;A_SUBMITTED;112;20000;0.0;2011-09-30 23:38:44;1072725.0;1
173688;A_PARTLYSUBMITTED;112;20000;0.0;2011-09-30 23:38:44;1072725.0;1
173688;A_PREACCEPTED;112;20000;53.0;2011-09-30 23:39:37;1072672.0;1
173688;A_ACCEPTED;10862;20000;39839.0;2011-10-01 10:42:43;1032886.0;10
173688;A_FINALIZED;10862;20000;39985.0;2011-10-01 10:45:09;1032740.0;10
173688;A_REGISTERED;10629;20000;1072725.0;2011-10-13 09:37:29;0.0;392
173688;A_APPROVED;10629;20000;1072725.0;2011-10-13 09:37:29;0.0;392
173688;A_ACTIVATED;10629;20000;1072725.0;2011-10-13 09:37:29;0.0;392
173691;A_SUBMITTED;112;5000;0.0;2011-10-01 07:08:58;799708.0;2
173691;A_PARTLYSUBMITTED;112;5000;4.0;2011-10-01 07:09:02;799704.0;2
173691;A_PREACCEPTED;112;5000;58.0;2011-10-01 07:09:56;799650.0;2
173691;A_ACCEPTED;10862;5000;23096.0;2011-10-01 13:33:54;776612.0;16
173691;A_FINALIZED;10862;5000;23208.0;2011-10-01 13:35:46;776500.0;16
173691;A_APPROVED;10809;5000;799708.0;2011-10-10 13:17:26;0.0;327
173691;A_REGISTERED;10809;5000;799708.0;2011-10-10 13:17:26;0.0;327
173691;A_ACTIVATED;10809;5000;799708.0;2011-10-10 13:17:26;0.0;327
173694;A_SUBMITTED;112;7000;0.0;2011-10-01 07:10:30;2969662.0;3
173694;A_PARTLYSUBMITTED;112;7000;0.0;2011-10-01 07:10:30;2969662.0;3
173694;A_PREACCEPTED;112;7000;43.0;2011-10-01 07:11:13;2969619.0;4
173694;A_ACCEPTED;11201;7000;192235.0;2011-10-03 12:34:25;2777427.0;65
173694;A_FINALIZED;11201;7000;192584.0;2011-10-03 12:40:14;2777078.0;64
173694;A_APPROVED;10609;7000;2969662.0;2011-11-04 15:04:52;0.0;635
173694;A_REGISTERED;10609;7000;2969662.0;2011-11-04 15:04:52;0.0;635
173694;A_ACTIVATED;10609;7000;2969662.0;2011-11-04 15:04:52;0.0;635
173697;A_SUBMITTED;112;15000;0.0;2011-10-01 07:11:08;38.0;4
173697;A_PARTLYSUBMITTED;112;15000;1.0;2011-10-01 07:11:09;37.0;4
173697;A_DECLINED;112;15000;38.0;2011-10-01 07:11:46;0.0;3
173700;A_SUBMITTED;112;5000;0.0;2011-10-01 07:15:39;42.0;4
173700;A_PARTLYSUBMITTED;112;5000;1.0;2011-10-01 07:15:40;41.0;4
173700;A_DECLINED;112;5000;42.0;2011-10-01 07:16:21;0.0;3
173703;A_SUBMITTED;112;13500;0.0;2011-10-01 08:45:25;11806.0;4
173703;A_PARTLYSUBMITTED;112;13500;0.0;2011-10-01 08:45:25;11806.0;4
173703;A_PREACCEPTED;112;13500;53.0;2011-10-01 08:46:18;11753.0;5
173703;A_CANCELLED;10912;13500;11806.0;2011-10-01 12:02:11;0.0;12
173706;A_SUBMITTED;112;18000;0.0;2011-10-01 08:45:37;18861.0;5
173706;A_PARTLYSUBMITTED;112;18000;0.0;2011-10-01 08:45:37;18861.0;5
173706;A_PREACCEPTED;10912;18000;1871.0;2011-10-01 09:16:48;16990.0;8
173706;A_DECLINED;11111;18000;18861.0;2011-10-01 13:59:58;0.0;15
173709;A_SUBMITTED;112;11000;0.0;2011-10-01 08:57:42;2679446.0;6
173709;A_PARTLYSUBMITTED;112;11000;1.0;2011-10-01 08:57:43;2679445.0;6
173709;A_PREACCEPTED;112;11000;45.0;2011-10-01 08:58:27;2679401.0;6
173709;A_CANCELLED;112;11000;2679446.0;2011-11-01 08:15:08;0.0;641
173712;A_SUBMITTED;112;30000;0.0;2011-10-01 08:58:30;189863.0;7
173712;A_PARTLYSUBMITTED;112;30000;0.0;2011-10-01 08:58:30;189863.0;7
173712;A_PREACCEPTED;10912;30000;714.0;2011-10-01 09:10:24;189149.0;8
173712;A_CANCELLED;11180;30000;189863.0;2011-10-03 13:42:53;0.0;66
173715;A_SUBMITTED;112;45000;0.0;2011-10-01 08:59:10;1040774.0;8
173715;A_PARTLYSUBMITTED;112;45000;0.0;2011-10-01 08:59:10;1040774.0;8
173715;A_PREACCEPTED;112;45000;32.0;2011-10-01 08:59:42;1040742.0;8
173715;A_ACCEPTED;10912;45000;8722.0;2011-10-01 11:24:32;1032052.0;11
173715;A_FINALIZED;10912;45000;9070.0;2011-10-01 11:30:20;1031704.0;11
173715;A_DECLINED;10138;45000;1040774.0;2011-10-13 10:05:24;0.0;392
173718;A_SUBMITTED;112;15000;0.0;2011-10-01 09:37:39;2241614.0;9
173718;A_PARTLYSUBMITTED;112;15000;0.0;2011-10-01 09:37:39;2241614.0;9
173718;A_PREACCEPTED;112;15000;41.0;2011-10-01 09:38:20;2241573.0;9
173718;A_ACCEPTED;10862;15000;282.0;2011-10-01 09:42:21;2241332.0;9
173718;A_FINALIZED;10862;15000;421.0;2011-10-01 09:44:40;2241193.0;9
173718;A_APPROVED;10972;15000;2241614.0;2011-10-27 08:17:53;0.0;622
173718;A_REGISTERED;10972;15000;2241614.0;2011-10-27 08:17:53;0.0;622
173718;A_ACTIVATED;10972;15000;2241614.0;2011-10-27 08:17:53;0.0;622
173721;A_SUBMITTED;112;9000;0.0;2011-10-01 10:07:34;796851.0;10
173721;A_PARTLYSUBMITTED;112;9000;0.0;2011-10-01 10:07:34;796851.0;10
173721;A_PREACCEPTED;112;9000;43.0;2011-10-01 10:08:17;796808.0;10
173721;A_ACCEPTED;10939;9000;662.0;2011-10-01 10:18:36;796189.0;10
173721;A_FINALIZED;10939;9000;793.0;2011-10-01 10:20:47;796058.0;10
173721;A_DECLINED;11009;9000;796851.0;2011-10-10 15:28:25;0.0;325
173724;A_SUBMITTED;112;15000;0.0;2011-10-01 10:52:14;186963.0;11
173724;A_PARTLYSUBMITTED;112;15000;0.0;2011-10-01 10:52:14;186963.0;11
173724;A_PREACCEPTED;10939;15000;1720.0;2011-10-01 11:20:54;185243.0;11
173724;A_DECLINED;11201;15000;186963.0;2011-10-03 14:48:17;0.0;66
173727;A_SUBMITTED;112;10000;0.0;2011-10-01 11:08:46;44.0;12
173727;A_PARTLYSUBMITTED;112;10000;0.0;2011-10-01 11:08:46;44.0;12
173727;A_DECLINED;112;10000;44.0;2011-10-01 11:09:30;0.0;11
173733;A_SUBMITTED;112;6000;0.0;2011-10-01 11:39:34;8119.0;12
173733;A_PARTLYSUBMITTED;112;6000;0.0;2011-10-01 11:39:34;8119.0;12
173733;A_DECLINED;10939;6000;8119.0;2011-10-01 13:54:53;0.0;16
173736;A_SUBMITTED;112;15000;0.0;2011-10-01 12:01:58;1465170.0;13
173736;A_PARTLYSUBMITTED;112;15000;1.0;2011-10-01 12:01:59;1465169.0;13
173736;A_PREACCEPTED;112;15000;46.0;2011-10-01 12:02:44;1465124.0;12
173736;A_ACCEPTED;11203;15000;10697.0;2011-10-01 15:00:15;1454473.0;16
173736;A_FINALIZED;11203;15000;11008.0;2011-10-01 15:05:26;1454162.0;16
173736;A_APPROVED;10809;15000;1465170.0;2011-10-18 11:01:28;0.0;484
173736;A_REGISTERED;10809;15000;1465170.0;2011-10-18 11:01:28;0.0;484
173736;A_ACTIVATED;10809;15000;1465170.0;2011-10-18 11:01:28;0.0;484
173739;A_SUBMITTED;112;10000;0.0;2011-10-01 12:12:58;1134589.0;13
173739;A_PARTLYSUBMITTED;112;10000;0.0;2011-10-01 12:12:58;1134589.0;13
173739;A_PREACCEPTED;112;10000;44.0;2011-10-01 12:13:42;1134545.0;13
173739;A_ACCEPTED;11000;10000;9673.0;2011-10-01 14:54:11;1124916.0;16
173739;A_FINALIZED;11000;10000;9821.0;2011-10-01 14:56:39;1124768.0;16
173739;A_REGISTERED;10629;10000;1134589.0;2011-10-14 15:22:47;0.0;413
173739;A_APPROVED;10629;10000;1134589.0;2011-10-14 15:22:47;0.0;413
173739;A_ACTIVATED;10629;10000;1134589.0;2011-10-14 15:22:47;0.0;413
173742;A_SUBMITTED;112;6000;0.0;2011-10-01 12:44:12;1130872.0;14
173742;A_PARTLYSUBMITTED;112;6000;0.0;2011-10-01 12:44:12;1130872.0;14
173742;A_PREACCEPTED;10939;6000;4329.0;2011-10-01 13:56:21;1126543.0;16
173742;A_DECLINED;11120;6000;1130872.0;2011-10-14 14:52:04;0.0;415
173745;A_SUBMITTED;112;2000;0.0;2011-10-01 13:08:16;599861.0;15
173745;A_PARTLYSUBMITTED;112;2000;0.0;2011-10-01 13:08:16;599861.0;15
173745;A_PREACCEPTED;10939;2000;4390.0;2011-10-01 14:21:26;595471.0;16
173745;A_ACCEPTED;11111;2000;6437.0;2011-10-01 14:55:33;593424.0;16
173745;A_FINALIZED;11111;2000;6625.0;2011-10-01 14:58:41;593236.0;16
173745;A_CANCELLED;11000;2000;599861.0;2011-10-08 11:45:57;0.0;270
173748;A_SUBMITTED;112;5000;0.0;2011-10-01 13:09:16;182103.0;16
173748;A_PARTLYSUBMITTED;112;5000;0.0;2011-10-01 13:09:16;182103.0;16
173748;A_PREACCEPTED;10939;5000;4500.0;2011-10-01 14:24:16;177603.0;16
173748;A_ACCEPTED;11119;5000;8645.0;2011-10-01 15:33:21;173458.0;18
173748;A_FINALIZED;11119;5000;8848.0;2011-10-01 15:36:44;173255.0;18
173748;A_DECLINED;11001;5000;182103.0;2011-10-03 15:44:19;0.0;68
173754;A_SUBMITTED;112;20000;0.0;2011-10-01 13:50:09;1121910.0;17
173754;A_PARTLYSUBMITTED;112;20000;2.0;2011-10-01 13:50:11;1121908.0;17
173754;A_PREACCEPTED;112;20000;42.0;2011-10-01 13:50:51;1121868.0;17
173754;A_DECLINED;10809;20000;1121910.0;2011-10-14 13:28:39;0.0;419
173757;A_SUBMITTED;112;25000;0.0;2011-10-01 14:02:58;38.0;16
173757;A_PARTLYSUBMITTED;112;25000;0.0;2011-10-01 14:02:58;38.0;16
173757;A_DECLINED;112;25000;38.0;2011-10-01 14:03:36;0.0;15
173760;A_SUBMITTED;112;32000;0.0;2011-10-01 14:15:17;1124746.0;16
173760;A_PARTLYSUBMITTED;112;32000;0.0;2011-10-01 14:15:17;1124746.0;16
173760;A_PREACCEPTED;112;32000;40.0;2011-10-01 14:15:57;1124706.0;16
173760;A_ACCEPTED;11019;32000;2477.0;2011-10-01 14:56:34;1122269.0;16
173760;A_FINALIZED;11019;32000;2786.0;2011-10-01 15:01:43;1121960.0;16
173760;A_APPROVED;10972;32000;1124746.0;2011-10-14 14:41:03;0.0;416
173760;A_ACTIVATED;10972;32000;1124746.0;2011-10-14 14:41:03;0.0;416
173760;A_REGISTERED;10972;32000;1124746.0;2011-10-14 14:41:03;0.0;416
173763;A_SUBMITTED;112;4000;0.0;2011-10-01 15:09:22;1758.0;17
173763;A_PARTLYSUBMITTED;112;4000;1.0;2011-10-01 15:09:23;1757.0;17
173763;A_DECLINED;10939;4000;1758.0;2011-10-01 15:38:40;0.0;17
173766;A_SUBMITTED;112;2000;0.0;2011-10-01 15:12:02;448808.0;18
173766;A_PARTLYSUBMITTED;112;2000;0.0;2011-10-01 15:12:02;448808.0;18
173766;A_PREACCEPTED;112;2000;43.0;2011-10-01 15:12:45;448765.0;18
173766;A_CANCELLED;11180;2000;448808.0;2011-10-06 19:52:10;0.0;212
173769;A_SUBMITTED;112;10000;0.0;2011-10-01 15:34:46;37.0;19
173769;A_PARTLYSUBMITTED;112;10000;0.0;2011-10-01 15:34:46;37.0;19
173769;A_DECLINED;112;10000;37.0;2011-10-01 15:35:23;0.0;18
173772;A_SUBMITTED;112;3000;0.0;2011-10-01 15:39:55;36.0;18
173772;A_PARTLYSUBMITTED;112;3000;0.0;2011-10-01 15:39:55;36.0;18
173772;A_DECLINED;112;3000;36.0;2011-10-01 15:40:31;0.0;17
173775;A_SUBMITTED;112;10000;0.0;2011-10-01 15:59:00;149940.0;18
173775;A_PARTLYSUBMITTED;112;10000;0.0;2011-10-01 15:59:00;149940.0;18
173775;A_PREACCEPTED;112;10000;31.0;2011-10-01 15:59:31;149909.0;18
